"Name","Symbol","Circulating Supply","Dollar Volume"
"UniversalRoya...","UNRC","None","546.835"
"NamoCoin","NAMO","None","544.811"
"StarCash Network","STARS","None","538.896"
"bitJob","STU","None","535.541"
"BatCoin","BAT",,"522.005"
"Birds","BIRDS",,"519.003"
"FireFlyCoin","FFC","None","498.005"
"Protean","PRN",,"492.367"
"GulfCoin","MGC",,"486.512"
"SafeCoin","SFE",,"443.943"
"Aces","ACES",,"442.477"
"ZSEcoin","ZSE","None","441.164"
"The Vegan Ini...","XVE",,"439.624"
"XDE II","XDE2","None","408.386"
"Coupecoin","COUPE","None","399.566"
"Cyder","CYDER",,"398.268"
"RoyalCoin","ROYAL","None","388.811"
"GAY Money","GAY","None","387.694"
"Magnetcoin","MAGN","None","363.836"
"Dashs","DASHS",,"362.15"
"EA Coin","EAG","None","294.784"
"LinkedCoin","LKC","None","284.71"
"Vulcano","VULC","None","283.654"
"PokeCoin","POKE","None","283.4"
"Mavro","MAVRO","None","275.96"
"EventChain","EVC","None","262.016"
"FrankyWillCoin","FRWC","None","233.394"
"Rcoin","RCN","None","228.71"
"BlazerCoin","BLAZR",,"228.376"
"DimonCoin","FUDD","None","220.855"
"Topaz Coin","TOPAZ","None","217.329"
"First Bitcoin","BIT","None","192.986"
"Animecoin","ANI",,"192.15"
"HODL Bucks","HDLB","None","192.082"
"Bitcedi","BXC","None","190.748"
"Runners","RUNNERS","None","183.461"
"MarxCoin","MARX","None","181.762"
"Cubits","QBT",,"179.509"
"Quebecoin","QBC",,"167.14"
"TodayCoin","TODAY",,"162.023"
"PlusCoin","PLC","None","148.269"
"GoldMaxCoin","GMX","None","142.343"
"iQuant","IQT","None","139.659"
"Primulon","PRIMU",,"134.287"
"TopCoin","TOP","None","134.221"
"TheCreed","TCR",,"131.8"
"eGold","EGOLD","None","131.008"
"Regacoin","REGA","None","128.469"
"DarkLisk","DISK","None","121.989"
"TeslaCoilCoin","TESLA","None","107.755"
"Wowcoin","WOW",,"106.354"
"Aseancoin","ASN","None","95.6507"
"Natcoin","NTC","None","92.4571"
"KashhCoin","KASHH",,"87.0857"
"MMXVI","MMXVI","None","83.2916"
"BetaCoin","BET",,"83.0009"
"FutCoin","FUTC","None","82.4056"
"Infinity Pay","IPY","None","80.9949"
"Voyacoin","VOYA","None","75.4343"
"eUSD","EUSD","None","75.2411"
"RHFCoin","RHFC","None","71.7708"
"X2","X2","None","70.8548"
"GameLeagueCoin","GML",,"68.4998"
"Global Busine...","GBRC","None","67.829"
"RabbitCoin","RBBT",,"64.9502"
"BitcoinCashSc...","BCCS","None","64.8093"
"Tellurion","TELL","None","62.7737"
"PrismChain","PRM",,"62.0869"
"AvatarCoin","AV",,"60.4223"
"Elacoin","ELC","None","50.8324"
"WeAreSatoshi","WSX","None","48.8485"
"Antimatter","ANTX",,"48.6071"
"Cashme","CME",,"47.0191"
"eBIT","EBIT","None","44.2595"
"FlappyCoin","FLAP","None","41.4126"
"BitAlphaCoin","BAC","None","41.3089"
"Donationcoin","DON",,"40.0671"
"Fonziecoin","FONZ",,"36.2337"
"Granite","GRN",,"36.0992"
"UGAIN","GAIN","None","33.2974"
"SnakeEyes","SNAKE","None","33.0834"
"Alphabit","ABC","None","32.5054"
"Qora","QORA","None","31.8606"
"EXRNchain","EXRN","None","29.2113"
"IrishCoin","IRL","None","29.0248"
"Swapcoin","SWP","None","26.9983"
"Karmacoin","KARMA","None","24.3035"
"SHACoin","SHA",,"24.3035"
"Cycling Coin","CYC",,"24.0413"
"Wink","WINK",,"23.4932"
"International...","XID",,"19.2518"
"Yellow Token","YEL","None","17.7038"
"Xaucoin","XAU","None","16.0008"
"Happy Creator...","HCC","None","14.9658"
"Quotient","XQN","None","14.6987"
"LePen","LEPEN",,"14.1079"
"Avoncoin","ACN","None","13.9995"
"LAthaan","LTH",,"12.9623"
"Omicron","OMC","None","12.2191"
"10M Token","10MT","None","11.0649"
"Clinton","CLINT",,"10.7985"
"Hyper","HYPER","None","7.63502"
"Bongger","BGR","None","7.31787"
"SportsCoin","SPORT","None","6.97931"
"Yescoin","YES",,"6.50646"
"Opescoin","OPES","None","6.30448"
"UNCoin","UNC","None","5.4549"
"RichCoin","RICHX","None","5.21844"
"UtaCoin","UTA","None","4.63726"
"Operand","OP","None","4.40023"
"FAPcoin","FAP","None","3.16458"
"Fazzcoin","FAZZ","None","2.78631"
"MobileCash","MBL","None","2.57439"
"Moneta","MONETA","None","2.43035"
"Cheapcoin","CHEAP",,"2.0901"
"eLTC","ELTC2","None","1.77038"
"Lazaruscoin","LAZ",,"1.63627"
"Infinitecoin","IFC","None","0.440463"
"VegasCoin","VGC",,"0.0"
"Storjcoin X","SJCX","None","0.0"
"BitCentavo","NBE","None","0.0"
"TrickyCoin","TRICK",,"0.0"
"EggCoin","EGG",,"0.0"
"ShellCoin","SHELL","None","0.0"
"Dubstep","DUB",,"0.0"
"DeltaCredits","DCRE",,"0.0"
"InvisibleCoin","IVZ",,"0.0"
"Psilocybin","PSY",,"0.0"
"PayPeer","PAYP",,"0.0"
"OCOW","OCOW",,"0.0"
"President Joh...","GARY","None","0.0"
"Golfcoin","GOLF","None","0.0"
"TeamUp","TEAM",,"0.0"
"CBD Crystals","CBD",,"0.0"
"MoneyCoin","MONEY","None","0.0"
"Safe Trade Coin","XSTC","None","0.0"
"PinkDog","PDG","None","0.0"
"TeraCoin","TERA","None","0.0"
"BIXC","BIXC","None","0.0"
"Tattoocoin (L...","TLE","None","0.0"
"GoldUnionCoin","GUC","None","0.0"
"Tyrocoin","TYC","None","0.0"
"PiCoin","PI","None","0.0"
"Bitok","BITOK","None","0.0"
"TurboCoin","TURBO",,"0.0"
"PeopleCoin","MEN","None","0.0"
"XTD Coin","XTD",,"0.0"
"BITFID","FID","None","0.0"
"Wowecoin","WEC",,"None"
"Facecoin","FC","None","None"
"Swisscoin","SIC","None","None"
"Faceblock","FBL","None","None"
